B02,B03,B04,B08,class
1064.2861328125,894.6656494140625,913.3984375,1560.136474609375,DURAZNERO TIPO CONSERVERO
931.99151611328125,779.24285888671875,599.6220703125,3494.195556640625,PALTO
870.4752197265625,718.9151611328125,496.77935791015625,3615.55419921875,PALTO
1002.9195556640625,807.4693603515625,928.1529541015625,1516.2984619140625,VID DE MESA
1195.3525390625,1040.080078125,1089.654052734375,1623.0447998046875,NOGAL
862.770263671875,687.16796875,453.426513671875,3187.370361328125,PALTO
1071.1513671875,939.29010009765625,793.4990234375,2476.738037109375,ALMENDRO
966.70330810546875,839.51873779296875,730.11651611328125,2472.8037109375,MANDARINO
1049.3739013671875,864.2030029296875,1000.7977294921875,1583.8231201171875,VID DE MESA
888.2667236328125,700.24957275390625,487.5080871582031,2933.786865234375,PALTO
933.29217529296875,740.92913818359375,510.1502380371094,2559.557861328125,PALTO
1308.3463134765625,1189.1826171875,1254.4945068359375,1740.2205810546875,GRANADO
1099.708984375,953.70526123046875,926.32342529296875,1449.752197265625,PALTO
1036.7177734375,886.5960693359375,980.51446533203125,1597.7655029296875,VID DE MESA
904.6221923828125,764.9879150390625,480.374755859375,2269.275146484375,MANDARINO
876.5126953125,720.43878173828125,490.236083984375,2795.495361328125,PALTO
1087.7806396484375,984.2486572265625,870.00518798828125,3718.59130859375,PALTO
964.13543701171875,816.0140380859375,681.66943359375,1622.974609375,POMELO
1080.548583984375,965.7135009765625,916.74884033203125,2589.11279296875,PALTO
896.0084228515625,736.338623046875,509.71929931640625,3371.045654296875,PALTO
1037.54541015625,812.732177734375,855.2166748046875,1333.634765625,VID DE MESA
909.3902587890625,780.16571044921875,624.56396484375,3523.93212890625,PALTO
1013.9119873046875,781.10888671875,715.834716796875,1100.4312744140625,CIRUELO EUROPEO
976.60272216796875,845.21038818359375,682.815185546875,3803.188232421875,PALTO
1100.9208984375,937.19757080078125,1083.2921142578125,1579.222900390625,VID DE MESA
1082.2769775390625,927.29705810546875,1057.1748046875,1514.12646484375,VID DE MESA
899.22479248046875,725.31170654296875,483.1971130371094,2906.85595703125,PALTO
806.638671875,580.99822998046875,404.9477844238281,1116.011474609375,PALTO
1021.8832397460938,872.53326416015625,746.78765869140625,3112.591064453125,PALTO
1044.3671875,848.64752197265625,789.00653076171875,1954.56689453125,NOGAL
944.66668701171875,774.819580078125,649.9791259765625,2481.701904296875,PALTO
870.398681640625,736.33013916015625,562.79449462890625,3173.7568359375,PALTO
1061.5611572265625,827.39544677734375,764.0494384765625,1197.433837890625,NOGAL
1047.0294189453125,897.24017333984375,1025.467041015625,1601.340576171875,VID DE MESA
1028.9010009765625,856.7989501953125,827.9427490234375,1346.7637939453125,VID DE MESA
1139.895751953125,944.94384765625,1020.0206298828125,1483.8221435546875,DURAZNERO TIPO CONSERVERO
850.73797607421875,626.05023193359375,414.8523254394531,1848.072021484375,PALTO
920.12847900390625,787.02276611328125,488.6925354003906,2859.36865234375,PALTO
1114.713134765625,994.64056396484375,1166.087890625,1708.045654296875,VID DE MESA
1122.1495361328125,1007.9886474609375,1064.300537109375,1713.0037841796875,PALTO
878.94464111328125,705.17889404296875,447.3841552734375,3043.61572265625,PALTO
917.0146484375,769.26483154296875,501.04443359375,2186.8291015625,MANDARINO
1037.11474609375,851.0352783203125,787.31103515625,1614.052490234375,VID DE MESA
1289.5223388671875,1250.139892578125,1331.844970703125,1977.53076171875,PALTO
986.5546875,821.9537353515625,643.6029052734375,2172.689208984375,PALTO
1011.6002807617188,832.3079833984375,751.04193115234375,1490.0233154296875,MANDARINO
1173.3555908203125,1005.54541015625,1113.08544921875,1608.1912841796875,NOGAL
1132.4105224609375,992.5548095703125,1041.7720947265625,1482.8726806640625,DURAZNERO TIPO CONSERVERO
921.52685546875,751.870361328125,491.6133728027344,3922.245361328125,PALTO
956.44219970703125,819.7596435546875,726.2286376953125,2997.73974609375,PALTO
1105.224609375,955.402587890625,1106.46435546875,1599.4210205078125,VID DE MESA
1103.4989013671875,921.48663330078125,904.970703125,1641.832275390625,PALTO
1155.184326171875,955.659423828125,992.5506591796875,1429.60107421875,VID DE MESA
888.61431884765625,731.59375,500.0494384765625,3698.0751953125,PALTO
1102.0152587890625,939.05218505859375,1086.812255859375,1549.0333251953125,VID DE MESA
1091.85205078125,903.05377197265625,958.55364990234375,1438.954345703125,VID DE MESA
1068.78173828125,899.96331787109375,864.29052734375,1578.2357177734375,VID DE MESA
1111.666748046875,944.977294921875,927.1146240234375,1677.6256103515625,NOGAL
1118.5201416015625,984.187255859375,964.638671875,1633.6429443359375,PALTO
813.491943359375,630.98028564453125,435.2682800292969,2330.984130859375,PALTO
881.36676025390625,701.66546630859375,509.2791442871094,2671.867431640625,PALTO
1150.0943603515625,1008.1054077148438,1161.3287353515625,1506.3211669921875,VID DE MESA
944.89837646484375,804.6907958984375,658.96734619140625,3709.02001953125,PALTO
1077.435546875,1029.96728515625,921.35516357421875,3068.350830078125,PALTO
934.551025390625,766.1378173828125,568.0244140625,2307.277099609375,PALTO
1076.1392822265625,897.80828857421875,961.262451171875,1395.7647705078125,VID DE MESA
1015.8931274414062,843.8095703125,704.68829345703125,1880.228759765625,DURAZNERO TIPO CONSERVERO
914.19805908203125,747.36212158203125,546.070556640625,3881.803466796875,PALTO
881.7056884765625,677.02471923828125,517.00457763671875,2107.29150390625,PALTO
839.98712158203125,688.26300048828125,447.1211853027344,3639.681640625,PALTO
1050.2056884765625,897.949951171875,879.3902587890625,1264.1396484375,PALTO
888.1495361328125,701.16375732421875,441.818115234375,3314.0888671875,PALTO
939.45098876953125,830.76983642578125,664.30633544921875,3917.55712890625,PALTO
914.790283203125,793.982421875,609.417236328125,3803.79541015625,PALTO
900.62457275390625,739.06231689453125,530.81158447265625,4158.333984375,PALTO
1046.5869140625,850.09210205078125,783.4285888671875,1369.164306640625,DURAZNERO TIPO CONSERVERO
943.6953125,784.264404296875,554.873291015625,2131.8193359375,PALTO
1081.7244873046875,904.9317626953125,959.66693115234375,1505.6815185546875,DURAZNERO TIPO CONSERVERO
1006.1240234375,828.8489990234375,697.00421142578125,1877.0396728515625,DURAZNERO TIPO CONSERVERO
966.0592041015625,854.785888671875,730.4918212890625,4341.52099609375,PALTO
1168.45458984375,1123.9609375,1138.9698486328125,3198.389892578125,PALTO
1079.456787109375,860.5023193359375,853.6944580078125,1349.0577392578125,VID DE MESA
1032.780517578125,907.82806396484375,833.7293701171875,1826.5302734375,VID DE MESA
961.3533935546875,795.23016357421875,633.83062744140625,3242.644775390625,PALTO
1035.890869140625,894.292236328125,830.93798828125,2644.38232421875,PALTO
891.013427734375,698.6412353515625,523.9739990234375,1972.4163818359375,PALTO
970.57806396484375,813.968505859375,666.65679931640625,3579.935302734375,PALTO
1111.39697265625,964.5687255859375,1044.73974609375,1632.6351318359375,VID DE MESA
928.6534423828125,805.7169189453125,667.01580810546875,3974.852783203125,PALTO
1016.1752319335938,865.5899658203125,754.1251220703125,2917.243896484375,PALTO
1055.9525146484375,870.7489013671875,1009.9315185546875,1561.8861083984375,VID DE MESA
858.949462890625,684.84881591796875,518.7418212890625,2699.240966796875,PALTO
915.7059326171875,740.48095703125,623.5618896484375,1736.114990234375,PALTO
821.934814453125,682.17926025390625,404.1582946777344,3744.857177734375,PALTO
903.8829345703125,745.08087158203125,608.62249755859375,3827.568115234375,PALTO
980.3157958984375,850.53814697265625,592.127685546875,2605.267578125,MANDARINO
