"GRANULE_ID","PRODUCT_ID","DATATAKE_IDENTIFIER","MGRS_TILE","SENSING_TIME","TOTAL_SIZE","CLOUD_COVER","GEOMETRIC_QUALITY_FLAG","GENERATION_TIME","NORTH_LAT","SOUTH_LAT","WEST_LON","EAST_LON","BASE_URL","tile","tile2","sens_date"
"L1C_T19HBD_A034985_20220304T144012","S2A_MSIL1C_20220304T143731_N0400_R096_T19HBD_20220304T182315","GS2A_20220304T143731_034985_N04.00","19HBD","2022-03-04T14:52:11.555000Z",779260222,61.1444952073815,"","2022-03-04T18:23:15.000000Z",-32.4967235507116,-33.5107602748432,-72.228898800549,-71.0253260436289,"gs://gcp-public-data-sentinel-2/tiles/19/H/BD/S2A_MSIL1C_20220304T143731_N0400_R096_T19HBD_20220304T182315.SAFE","19H","19",2022-03-04
"L1C_T19HBD_A026291_20220319T144057","S2B_MSIL1C_20220319T143729_N0400_R096_T19HBD_20220319T181921","GS2B_20220319T143729_026291_N04.00","19HBD","2022-03-19T14:52:05.762000Z",775762666,94.755979575383,"","2022-03-19T18:19:21.000000Z",-32.4967235507116,-33.5107602748432,-72.228898800549,-71.0253260436289,"gs://gcp-public-data-sentinel-2/tiles/19/H/BD/S2B_MSIL1C_20220319T143729_N0400_R096_T19HBD_20220319T181921.SAFE","19H","19",2022-03-19
"L1C_T19HDD_A030295_20221224T144526","S2B_MSIL1C_20221224T143729_N0509_R096_T19HDD_20221224T173844","GS2B_20221224T143729_030295_N05.09","19HDD","2022-12-24T14:52:00.537000Z",459814333,19.6937359187746,"","2022-12-24T17:38:44.000000Z",-32.5327530693199,-33.5262080795964,-70.0773934106369,-69.3374827952087,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2B_MSIL1C_20221224T143729_N0509_R096_T19HDD_20221224T173844.SAFE","19H","19",2022-12-24
"L1C_T19HDD_A044852_20240123T144557","S2A_MSIL1C_20240123T143741_N0510_R096_T19HDD_20240123T180010","GS2A_20240123T143741_044852_N05.10","19HDD","2024-01-23T14:51:54.513000Z",503599968,4.33098734376812,"","2024-01-23T18:00:10.000000Z",-32.5327530693199,-33.5262859805276,-70.0773934106369,-69.3221477241728,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2A_MSIL1C_20240123T143741_N0510_R096_T19HDD_20240123T180010.SAFE","19H","19",2024-01-23
"L1C_T19HDD_A024961_20211216T143401","S2B_MSIL1C_20211216T142729_N0301_R053_T19HDD_20211216T175548","GS2B_20211216T142729_024961_N03.01","19HDD","2021-12-16T14:41:58.905000Z",876119420,27.1209,"","2021-12-16T17:55:48.000000Z",-32.5328606442191,-33.5276526478463,-70.0773934106369,-68.894998375167,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2B_MSIL1C_20211216T142729_N0301_R053_T19HDD_20211216T175548.SAFE","19H","19",2021-12-16
"L1C_T19HDD_A027506_20200927T143228","S2A_MSIL1C_20200927T142741_N0209_R053_T19HDD_20200927T180315","GS2A_20200927T142741_027506_N02.09","19HDD","2020-09-27T14:42:10.726000Z",917345686,49.0814,"","2020-09-27T18:03:15.000000Z",-32.5327530693199,-33.5276526478463,-70.0773934106369,-68.894998375167,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2A_MSIL1C_20200927T142741_N0209_R053_T19HDD_20200927T180315.SAFE","19H","19",2020-09-27
"L1C_T19HCD_A016996_20200607T144648","S2B_MSIL1C_20200607T143729_N0209_R096_T19HCD_20200607T175811","GS2B_20200607T143729_016996_N02.09","19HCD","2020-06-07T14:52:06.701000Z",891769385,17.9592,"","2020-06-07T17:58:11.000000Z",-32.5192377034457,-33.5238865160754,-71.1533199895989,-69.9606411414037,"gs://gcp-public-data-sentinel-2/tiles/19/H/CD/S2B_MSIL1C_20200607T143729_N0209_R096_T19HCD_20200607T175811.SAFE","19H","19",2020-06-07
"L1C_T19HCE_A027406_20200920T144619","S2A_MSIL1C_20200920T143731_N0209_R096_T19HCE_20200920T180636","GS2A_20200920T143731_027406_N02.09","19HCE","2020-09-20T14:51:54.903000Z",902657905,34.6815,"","2020-09-20T18:06:36.000000Z",-31.6175047821066,-32.6218076590001,-71.1314714133013,-69.9512491975531,"gs://gcp-public-data-sentinel-2/tiles/19/H/CE/S2A_MSIL1C_20200920T143731_N0209_R096_T19HCE_20200920T180636.SAFE","19H","19",2020-09-20
"L1C_T19HDD_A006657_20180615T143037","S2B_MSIL1C_20180615T142849_N0206_R053_T19HDD_20180615T175350","GS2B_20180615T142849_006657_N02.06","19HDD","2018-06-15T14:30:37.080000Z",843175953,43.8497,"","2018-06-15T17:53:50.000000Z",-32.5328926165986,-33.5276526478463,-70.0773934106369,-68.894998375167,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2B_MSIL1C_20180615T142849_N0206_R053_T19HDD_20180615T175350.SAFE","19H","19",2018-06-15
"L1C_T19HCE_A012391_20171105T145124","S2A_MSIL1C_20171105T145121_N0206_R096_T19HCE_20171105T160737","GS2A_20171105T145121_012391_N02.06","19HCE","2017-11-05T14:51:24.460000Z",868473430,21.5483,"","2017-11-05T16:07:37.000000Z",-31.6175047821066,-32.6218076590001,-71.1314714133013,-69.9512491975531,"gs://gcp-public-data-sentinel-2/tiles/19/H/CE/S2A_MSIL1C_20171105T145121_N0206_R096_T19HCE_20171105T160737.SAFE","19H","19",2017-11-05
"L1C_T19HCE_A007272_20180728T144557","S2B_MSIL1C_20180728T143749_N0206_R096_T19HCE_20180728T192142","GS2B_20180728T143749_007272_N02.06","19HCE","2018-07-28T14:45:57.730000Z",906667447,40.3281,"","2018-07-28T19:21:42.000000Z",-31.6175047821066,-32.6218076590001,-71.1314714133013,-69.9512528324781,"gs://gcp-public-data-sentinel-2/tiles/19/H/CE/S2B_MSIL1C_20180728T143749_N0206_R096_T19HCE_20180728T192142.SAFE","19H","19",2018-07-28
"L1C_T19HBD_A036630_20240311T150007","S2B_MSIL1C_20240311T144729_N0510_R139_T19HBD_20240311T181208","GS2B_20240311T144729_036630_N05.10","19HBD","2024-03-11T15:01:59.007000Z",184304411,16.6629935949946,"","2024-03-11T18:12:08.000000Z",-32.4967235507116,-33.4892103886291,-72.228898800549,-71.8260903524195,"gs://gcp-public-data-sentinel-2/tiles/19/H/BD/S2B_MSIL1C_20240311T144729_N0510_R139_T19HBD_20240311T181208.SAFE","19H","19",2024-03-11
"L1C_T19HBD_A029480_20221028T150108","S2B_MSIL1C_20221028T144729_N0400_R139_T19HBD_20221028T181528","GS2B_20221028T144729_029480_N04.00","19HBD","2022-10-28T15:02:01.451000Z",186570997,2.29413854967456,"","2022-10-28T18:15:28.000000Z",-32.4967235507116,-33.4889641373859,-72.228898800549,-71.8362978643736,"gs://gcp-public-data-sentinel-2/tiles/19/H/BD/S2B_MSIL1C_20221028T144729_N0400_R139_T19HBD_20221028T181528.SAFE","19H","19",2022-10-28
"L1C_T19HBD_A006700_20180618T144941","S2B_MSIL1C_20180618T143749_N0206_R096_T19HBD_20180618T192938","GS2B_20180618T143749_006700_N02.06","19HBD","2018-06-18T14:49:41.190000Z",830284381,57.0489,"","2018-06-18T19:29:38.000000Z",-32.4967235507116,-33.5107602748432,-72.228898800549,-71.0253260436289,"gs://gcp-public-data-sentinel-2/tiles/19/H/BD/S2B_MSIL1C_20180618T143749_N0206_R096_T19HBD_20180618T192938.SAFE","19H","19",2018-06-18
"L1C_T19HCE_A021572_20210423T144539","S2B_MSIL1C_20210423T143719_N0300_R096_T19HCE_20210423T180137","GS2B_20210423T143719_021572_N03.00","19HCE","2021-04-23T14:51:44.391000Z",843104972,24.6145,"","2021-04-23T18:01:37.000000Z",-31.6175047821066,-32.6218076590001,-71.1314714133013,-69.9512491975531,"gs://gcp-public-data-sentinel-2/tiles/19/H/CE/S2B_MSIL1C_20210423T143719_N0300_R096_T19HCE_20210423T180137.SAFE","19H","19",2021-04-23
"L1C_T19HCD_A002124_20170802T144942","S2B_MSIL1C_20170802T143749_N0205_R096_T19HCD_20170802T144942","GS2B_20170802T143749_002124_N02.05","19HCD","2017-08-02T14:49:42.190000Z",885383009,20.6423,"PASSED","2017-08-02T14:49:42.000000Z",-32.5192377034457,-33.5238865160754,-71.1533199895989,-69.9606411414037,"gs://gcp-public-data-sentinel-2/tiles/19/H/CD/S2B_MSIL1C_20170802T143749_N0205_R096_T19HCD_20170802T144942.SAFE","19H","19",2017-08-02
"L1C_T19HDD_A027292_20220528T143904","S2B_MSIL1C_20220528T143729_N0400_R096_T19HDD_20220528T174638","GS2B_20220528T143729_027292_N04.00","19HDD","2022-05-28T14:51:51.809000Z",26786493,0,"","2022-05-28T17:46:38.000000Z",-32.5364377075632,-32.5634909105427,-69.4563317386392,-69.3387607313813,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2B_MSIL1C_20220528T143729_N0400_R096_T19HDD_20220528T174638.SAFE","19H","19",2022-05-28
"L1C_T19HBD_A017439_20181024T145256","S2A_MSIL1C_20181024T144731_N0206_R139_T19HBD_20181024T182548","GS2A_20181024T144731_017439_N02.06","19HBD","2018-10-24T14:52:56.760000Z",170683709,18.6095,"","2018-10-24T18:25:48.000000Z",-32.4967235507116,-33.4889868241857,-72.2289021439797,-71.8354472434058,"gs://gcp-public-data-sentinel-2/tiles/19/H/BD/S2A_MSIL1C_20181024T144731_N0206_R139_T19HBD_20181024T182548.SAFE","19H","19",2018-10-24
"L1C_T19HCE_A029508_20210214T143508","S2A_MSIL1C_20210214T142731_N0209_R053_T19HCE_20210214T180253","GS2A_20210214T142731_029508_N02.09","19HCE","2021-02-14T14:41:57.471000Z",51812109,80.8305,"","2021-02-14T18:02:53.000000Z",-32.1541781196351,-32.6218084920707,-70.094646212795,-69.9566799343063,"gs://gcp-public-data-sentinel-2/tiles/19/H/CE/S2A_MSIL1C_20210214T142731_N0209_R053_T19HCE_20210214T180253.SAFE","19H","19",2021-02-14
"L1C_T19HBD_A031339_20230307T145746","S2B_MSIL1C_20230307T144729_N0509_R139_T19HBD_20230307T194827","GS2B_20230307T144729_031339_N05.09","19HBD","2023-03-07T15:02:05.917000Z",147844210,100,"","2023-03-07T19:48:27.000000Z",-32.4967235507116,-33.4886939592906,-72.228898800549,-71.8471431940675,"gs://gcp-public-data-sentinel-2/tiles/19/H/BD/S2B_MSIL1C_20230307T144729_N0509_R139_T19HBD_20230307T194827.SAFE","19H","19",2023-03-07
"L1C_T19HCE_A017854_20200806T144700","S2B_MSIL1C_20200806T143729_N0209_R096_T19HCE_20200806T180908","GS2B_20200806T143729_017854_N02.09","19HCE","2020-08-06T14:51:53.275000Z",843356927,51.6921,"","2020-08-06T18:09:08.000000Z",-31.6175047821066,-32.6218076590001,-71.1314714133013,-69.9512491975531,"gs://gcp-public-data-sentinel-2/tiles/19/H/CE/S2B_MSIL1C_20200806T143729_N0209_R096_T19HCE_20200806T180908.SAFE","19H","19",2020-08-06
"L1C_T19HCD_A035586_20231229T144620","S2B_MSIL1C_20231229T143749_N0510_R096_T19HCD_20231229T180022","GS2B_20231229T143749_035586_N05.10","19HCD","2023-12-29T14:52:05.837000Z",863207198,0.234106721610081,"","2023-12-29T18:00:22.000000Z",-32.5192377034457,-33.5238865160754,-71.1533199895989,-69.9606411414037,"gs://gcp-public-data-sentinel-2/tiles/19/H/CD/S2B_MSIL1C_20231229T143749_N0510_R096_T19HCD_20231229T180022.SAFE","19H","19",2023-12-29
"L1C_T19HBD_A017010_20180924T145558","S2A_MSIL1C_20180924T144731_N0206_R139_T19HBD_20180924T193355","GS2A_20180924T144731_017010_N02.06","19HBD","2018-09-24T14:55:58.760000Z",135676560,28.4892,"","2018-09-24T19:33:55.000000Z",-32.4967235507116,-33.4888610916307,-72.228898800549,-71.841188913139,"gs://gcp-public-data-sentinel-2/tiles/19/H/BD/S2A_MSIL1C_20180924T144731_N0206_R139_T19HBD_20180924T193355.SAFE","19H","19",2018-09-24
"L1C_T19HBD_A034313_20220116T145744","S2A_MSIL1C_20220116T144731_N0301_R139_T19HBD_20220116T181552","GS2A_20220116T144731_034313_N03.01","19HBD","2022-01-16T15:02:03.180000Z",172575460,78.5233,"","2022-01-16T18:15:52.000000Z",-32.4967235507116,-33.4891996509408,-72.228898800549,-71.8271547228739,"gs://gcp-public-data-sentinel-2/tiles/19/H/BD/S2A_MSIL1C_20220116T144731_N0301_R139_T19HBD_20220116T181552.SAFE","19H","19",2022-01-16
"L1C_T19HCE_A019856_20201224T144624","S2B_MSIL1C_20201224T143729_N0209_R096_T19HCE_20201224T180830","GS2B_20201224T143729_019856_N02.09","19HCE","2020-12-24T14:51:47.038000Z",844487798,30.1137,"","2020-12-24T18:08:30.000000Z",-31.6175047821066,-32.6218076590001,-71.1314714133013,-69.9512491975531,"gs://gcp-public-data-sentinel-2/tiles/19/H/CE/S2B_MSIL1C_20201224T143729_N0209_R096_T19HCE_20201224T180830.SAFE","19H","19",2020-12-24
"L1C_T19HDD_A045996_20240412T145152","S2A_MSIL1C_20240412T143741_N0510_R096_T19HDD_20240412T194620","GS2A_20240412T143741_045996_N05.10","19HDD","2024-04-12T14:52:03.271000Z",380848271,33.7875156794005,"","2024-04-12T19:46:20.000000Z",-32.5327521380993,-33.5262175096072,-70.0773945009131,-69.372564001071,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2A_MSIL1C_20240412T143741_N0510_R096_T19HDD_20240412T194620.SAFE","19H","19",2024-04-12
"L1C_T19HDD_A011390_20170827T144909","S2A_MSIL1C_20170827T143751_N0205_R096_T19HDD_20170827T144909","GS2A_20170827T143751_011390_N02.05","19HDD","2017-08-27T14:49:09.320000Z",473084138,86.3647,"PASSED","2017-08-27T14:49:09.000000Z",-32.5327530693199,-33.5262584574499,-70.0773934106369,-69.3283243174549,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2A_MSIL1C_20170827T143751_N0205_R096_T19HDD_20170827T144909.SAFE","19H","19",2017-08-27
"L1C_T19HCE_A037874_20240606T144556","S2B_MSIL1C_20240606T143749_N0510_R096_T19HCE_20240606T175936","GS2B_20240606T143749_037874_N05.10","19HCE","2024-06-06T14:51:52.676000Z",624857395,99.9947744035355,"","2024-06-06T17:59:36.000000Z",-31.6175047821066,-32.6218076590001,-71.1314714133013,-69.9512491975531,"gs://gcp-public-data-sentinel-2/tiles/19/H/CE/S2B_MSIL1C_20240606T143749_N0510_R096_T19HCE_20240606T175936.SAFE","19H","19",2024-06-06
"L1C_T19HDD_A031982_20210806T144819","S2A_MSIL1C_20210806T143731_N0301_R096_T19HDD_20210807T012055","GS2A_20210806T143731_031982_N03.01","19HDD","2021-08-06T14:52:04.052000Z",527584861,0,"","2021-08-07T01:20:55.000000Z",-32.5327530693199,-33.5262810295707,-70.0773934106369,-69.3236031882415,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2A_MSIL1C_20210806T143731_N0301_R096_T19HDD_20210807T012055.SAFE","19H","19",2021-08-06
"L1C_T19HBD_A018040_20200819T145623","S2B_MSIL1C_20200819T144729_N0209_R139_T19HBD_20200819T182035","GS2B_20200819T144729_018040_N02.09","19HBD","2020-08-19T15:02:06.214000Z",162848726,0,"","2020-08-19T18:20:35.000000Z",-32.4967235507116,-33.4892173578579,-72.2289021439797,-71.8263001865181,"gs://gcp-public-data-sentinel-2/tiles/19/H/BD/S2B_MSIL1C_20200819T144729_N0209_R139_T19HBD_20200819T182035.SAFE","19H","19",2020-08-19
"L1C_T19HCD_A043279_20231005T145000","S2A_MSIL1C_20231005T143731_N0509_R096_T19HCD_20231005T211939","GS2A_20231005T143731_043279_N05.09","19HCD","2023-10-05T14:52:05.689000Z",886952908,0.0072262533966377,"","2023-10-05T21:19:39.000000Z",-32.5192377034457,-33.5238865160754,-71.1533199895989,-69.9606411414037,"gs://gcp-public-data-sentinel-2/tiles/19/H/CD/S2A_MSIL1C_20231005T143731_N0509_R096_T19HCD_20231005T211939.SAFE","19H","19",2023-10-05
"L1C_T19HBD_A030838_20210518T144635","S2A_MSIL1C_20210518T143731_N0300_R096_T19HBD_20210518T181600","GS2A_20210518T143731_030838_N03.00","19HBD","2021-05-18T14:52:07.260000Z",654198383,98.0772,"","2021-05-18T18:16:00.000000Z",-32.4967235507116,-33.5107602748432,-72.2221521228949,-71.0253260436289,"gs://gcp-public-data-sentinel-2/tiles/19/H/BD/S2A_MSIL1C_20210518T143731_N0300_R096_T19HBD_20210518T181600.SAFE","19H","19",2021-05-18
"L1C_T19HDD_A016138_20200408T145124","S2B_MSIL1C_20200408T143729_N0209_R096_T19HDD_20200408T193410","GS2B_20200408T143729_016138_N02.09","19HDD","2020-04-08T14:51:57.872000Z",497780371,33.208,"","2020-04-08T19:34:10.000000Z",-32.5327530693199,-33.5263221428202,-70.0773934106369,-69.3144801587723,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2B_MSIL1C_20200408T143729_N0209_R096_T19HDD_20200408T193410.SAFE","19H","19",2020-04-08
"L1C_T19HBD_A034199_20230923T145344","S2B_MSIL1C_20230923T144729_N0509_R139_T19HBD_20230923T181006","GS2B_20230923T144729_034199_N05.09","19HBD","2023-09-23T15:02:06.075000Z",174381245,3.49954573781939,"","2023-09-23T18:10:06.000000Z",-32.4967235507116,-33.4887386499819,-72.228898800549,-71.8452292915291,"gs://gcp-public-data-sentinel-2/tiles/19/H/BD/S2B_MSIL1C_20230923T144729_N0509_R139_T19HBD_20230923T181006.SAFE","19H","19",2023-09-23
"L1C_T19HDD_A016638_20180829T143504","S2A_MSIL1C_20180829T142751_N0206_R053_T19HDD_20180829T194432","GS2A_20180829T142751_016638_N02.06","19HDD","2018-08-29T14:35:04.390000Z",909212519,44.8968,"","2018-08-29T19:44:32.000000Z",-32.5328177462687,-33.5276526478463,-70.0773934106369,-68.894998375167,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2A_MSIL1C_20180829T142751_N0206_R053_T19HDD_20180829T194432.SAFE","19H","19",2018-08-29
"L1C_T19HCE_A002410_20170822T144946","S2B_MSIL1C_20170822T143749_N0205_R096_T19HCE_20170822T144946","GS2B_20170822T143749_002410_N02.05","19HCE","2017-08-22T14:49:46.410000Z",826184669,88.7989,"PASSED","2017-08-22T14:49:46.000000Z",-31.6175047821066,-32.6218076590001,-71.1314714133013,-69.9512491975531,"gs://gcp-public-data-sentinel-2/tiles/19/H/CE/S2B_MSIL1C_20170822T143749_N0205_R096_T19HCE_20170822T144946.SAFE","19H","19",2017-08-22
"L1C_T19HDD_A017997_20200816T144410","S2B_MSIL1C_20200816T143729_N0209_R096_T19HDD_20200816T181137","GS2B_20200816T143729_017997_N02.09","19HDD","2020-08-16T14:52:04.763000Z",580301452,60.3794,"","2020-08-16T18:11:37.000000Z",-32.5327530693199,-33.5262894822055,-70.0773945009131,-69.3217216788984,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2B_MSIL1C_20200816T143729_N0209_R096_T19HDD_20200816T181137.SAFE","19H","19",2020-08-16
"L1C_T19HDD_A003840_20171130T144724","S2B_MSIL1C_20171130T143739_N0206_R096_T19HDD_20171130T175447","GS2B_20171130T143739_003840_N02.06","19HDD","2017-11-30T14:47:24.920000Z",500772195,40.7758,"","2017-11-30T17:54:47.000000Z",-32.5327530693199,-33.5262935124611,-70.0773934106369,-69.3219347470218,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2B_MSIL1C_20171130T143739_N0206_R096_T19HDD_20171130T175447.SAFE","19H","19",2017-11-30
"L1C_T19HCD_A018354_20181227T143741","S2A_MSIL1C_20181227T142751_N0207_R053_T19HCD_20181227T174928","GS2A_20181227T142751_018354_N02.07","19HCD","2018-12-27T14:42:02.520000Z",214265248,58.4557,"","2018-12-27T17:49:28.000000Z",-32.5328016075135,-33.5238865160754,-70.3648485020406,-69.9606411414037,"gs://gcp-public-data-sentinel-2/tiles/19/H/CD/S2A_MSIL1C_20181227T142751_N0207_R053_T19HCD_20181227T174928.SAFE","19H","19",2018-12-27
"L1C_T19HCE_A015995_20200329T144954","S2B_MSIL1C_20200329T143729_N0209_R096_T19HCE_20200329T193330","GS2B_20200329T143729_015995_N02.09","19HCE","2020-03-29T14:51:47.601000Z",814679351,69.802,"","2020-03-29T19:33:30.000000Z",-31.6175047821066,-32.6218076590001,-71.1314714133013,-69.9512491975531,"gs://gcp-public-data-sentinel-2/tiles/19/H/CE/S2B_MSIL1C_20200329T143729_N0209_R096_T19HCE_20200329T193330.SAFE","19H","19",2020-03-29
"L1C_T19HDD_A043808_20231111T143724","S2A_MSIL1C_20231111T142711_N0509_R053_T19HDD_20231111T175031","GS2A_20231111T142711_043808_N05.09","19HDD","2023-11-11T14:42:04.477461Z",727300983,51.0994332528871,"","2023-11-11T17:50:31.000000Z",-32.5373122828706,-33.5231023242225,-70.0772876924851,-68.8960600635032,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2A_MSIL1C_20231111T142711_N0509_R053_T19HDD_20231111T175031.SAFE","19H","19",2023-11-11
"L1C_T19HCE_A004812_20160524T145140","S2A_MSIL1C_20160524T143802_N0202_R096_T19HCE_20160524T145140","GS2A_20160524T143802_004812_N02.02","19HCE","2016-05-24T14:51:40.000000Z",782436420,78.5777,"PASSED","2016-05-24T14:51:40.000000Z",-31.6175047821066,-32.6218076590001,-71.1314714133013,-69.9512491975531,"gs://gcp-public-data-sentinel-2/tiles/19/H/CE/S2A_MSIL1C_20160524T143802_N0202_R096_T19HCE_20160524T145140.SAFE","19H","19",2016-05-24
"L1C_T19HCD_A006099_20160822T145127","S2A_MSIL1C_20160822T145132_N0204_R096_T19HCD_20160822T145127","GS2A_20160822T145132_006099_N02.04","19HCD","2016-08-22T14:51:27.460000Z",880877254,21.0612,"PASSED","2016-08-22T14:51:27.000000Z",-32.5192377034457,-33.5238865160754,-71.1533199895989,-69.9606411414037,"gs://gcp-public-data-sentinel-2/tiles/19/H/CD/S2A_MSIL1C_20160822T145132_N0204_R096_T19HCD_20160822T145127.SAFE","19H","19",2016-08-22
"L1C_T19HDD_A025390_20220115T143624","S2B_MSIL1C_20220115T142729_N0301_R053_T19HDD_20220115T174658","GS2B_20220115T142729_025390_N03.01","19HDD","2022-01-15T14:42:00.987000Z",823664165,4.4241,"","2022-01-15T17:46:58.000000Z",-32.5328284574926,-33.5276526478463,-70.0773934106369,-68.894998375167,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2B_MSIL1C_20220115T142729_N0301_R053_T19HDD_20220115T174658.SAFE","19H","19",2022-01-15
"L1C_T19HCE_A005556_20180330T144453","S2B_MSIL1C_20180330T143749_N0206_R096_T19HCE_20180330T180309","GS2B_20180330T143749_005556_N02.06","19HCE","2018-03-30T14:44:53.180000Z",845681930,30.0863,"","2018-03-30T18:03:09.000000Z",-31.6175047821066,-32.6218076590001,-71.1314714133013,-69.9512491975531,"gs://gcp-public-data-sentinel-2/tiles/19/H/CE/S2B_MSIL1C_20180330T143749_N0206_R096_T19HCE_20180330T180309.SAFE","19H","19",2018-03-30
"L1C_T19HBD_A034742_20220215T145851","S2A_MSIL1C_20220215T144731_N0400_R139_T19HBD_20220215T181646","GS2A_20220215T144731_034742_N04.00","19HBD","2022-02-15T15:02:03.067000Z",181434801,96.8548949135751,"","2022-02-15T18:16:46.000000Z",-32.4967235507116,-33.4889471776605,-72.228898800549,-71.8372558846919,"gs://gcp-public-data-sentinel-2/tiles/19/H/BD/S2A_MSIL1C_20220215T144731_N0400_R139_T19HBD_20220215T181646.SAFE","19H","19",2022-02-15
"L1C_T19HBD_A009703_20190114T144656","S2B_MSIL1C_20190114T143749_N0207_R096_T19HBD_20190114T175853","GS2B_20190114T143749_009703_N02.07","19HBD","2019-01-14T14:52:07.170000Z",810951025,23.7168,"","2019-01-14T17:58:53.000000Z",-32.4967235507116,-33.5107602748432,-72.228898800549,-71.0253260436289,"gs://gcp-public-data-sentinel-2/tiles/19/H/BD/S2B_MSIL1C_20190114T143749_N0207_R096_T19HBD_20190114T175853.SAFE","19H","19",2019-01-14
"L1C_T19HBD_A015394_20180603T144458","S2A_MSIL1C_20180603T143751_N0206_R096_T19HBD_20180603T180407","GS2A_20180603T143751_015394_N02.06","19HBD","2018-06-03T14:44:58.170000Z",733757085,1.0943,"","2018-06-03T18:04:07.000000Z",-32.4967235507116,-33.5107602748432,-72.228898800549,-71.0253260436289,"gs://gcp-public-data-sentinel-2/tiles/19/H/BD/S2A_MSIL1C_20180603T143751_N0206_R096_T19HBD_20180603T180407.SAFE","19H","19",2018-06-03
"L1C_T19HCE_A046997_20240621T145007","S2A_MSIL1C_20240621T143751_N0510_R096_T19HCE_20240621T193859","GS2A_20240621T143751_046997_N05.10","19HCE","2024-06-21T14:51:54.777000Z",622153123,100,"","2024-06-21T19:38:59.000000Z",-31.6175047821066,-32.6218076590001,-71.1314714133013,-69.9512491975531,"gs://gcp-public-data-sentinel-2/tiles/19/H/CE/S2A_MSIL1C_20240621T143751_N0510_R096_T19HCE_20240621T193859.SAFE","19H","19",2024-06-21
"L1C_T19HDD_A038875_20240815T144716","S2B_MSIL1C_20240815T143749_N0511_R096_T19HDD_20240815T175906","GS2B_20240815T143749_038875_N05.11","19HDD","2024-08-15T14:52:04.737000Z",316914880,99.6601739599646,"","2024-08-15T17:59:06.000000Z",-32.5327530693199,-33.5262130904439,-70.0773934106369,-69.3368437811197,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2B_MSIL1C_20240815T143749_N0511_R096_T19HDD_20240815T175906.SAFE","19H","19",2024-08-15
"L1C_T19HDD_A031539_20230321T143257","S2B_MSIL1C_20230321T142719_N0509_R053_T19HDD_20230321T174855","GS2B_20230321T142719_031539_N05.09","19HDD","2023-03-21T14:42:08.037000Z",858463237,10.2411567303706,"","2023-03-21T17:48:55.000000Z",-32.5328445202772,-33.5276526478463,-70.0773934106369,-68.894998375167,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2B_MSIL1C_20230321T142719_N0509_R053_T19HDD_20230321T174855.SAFE","19H","19",2023-03-21
"S2A_OPER_MSI_L1C_TL_MTI__20160723T210605_A005670_T19HCD_N02.04","S2A_OPER_PRD_MSIL1C_PDMC_20160723T225817_R096_V20160723T144933_20160723T144933","GS2A_20160723T143752_005670_N02.04","19HCD","",NA,NA,"PASSED","2016-07-23T22:58:17.000437Z",NA,NA,NA,NA,"","19H","19",NA
"L1C_T19HCD_A018712_20201005T144602","S2B_MSIL1C_20201005T143729_N0209_R096_T19HCD_20201005T193603","GS2B_20201005T143729_018712_N02.09","19HCD","2020-10-05T14:52:08.126000Z",881471794,37.7107,"","2020-10-05T19:36:03.000000Z",-32.5192377034457,-33.5238865160754,-71.1533199895989,-69.9606411414037,"gs://gcp-public-data-sentinel-2/tiles/19/H/CD/S2B_MSIL1C_20201005T143729_N0209_R096_T19HCD_20201005T193603.SAFE","19H","19",2020-10-05
"L1C_T19HDD_A037016_20240407T144631","S2B_MSIL1C_20240407T143739_N0510_R096_T19HDD_20240407T175815","GS2B_20240407T143739_037016_N05.10","19HDD","2024-04-07T14:52:00.160000Z",481561226,0,"","2024-04-07T17:58:15.000000Z",-32.5327530693199,-33.5262520341812,-70.0773934106369,-69.3291769486637,"gs://gcp-public-data-sentinel-2/tiles/19/H/DD/S2B_MSIL1C_20240407T143739_N0510_R096_T19HDD_20240407T175815.SAFE","19H","19",2024-04-07
